S1	E1	S2	E2	LEN1	LEN2	%IDY	TAGS	
2768546	2772553	2963774	2967798	4008	4025	96.88	chr01	chr01
2772717	2776015	2967790	2971035	3299	3246	94.52	chr01	chr01
2776022	2776796	2973905	2974683	775	779	94.48	chr01	chr01
2776305	2777113	3009792	3010601	809	810	93.90	chr01	chr01
2782668	2782992	3010661	3010964	325	304	88.15	chr01	chr01
2783272	2787971	3010958	3015615	4700	4658	92.39	chr01	chr01
2787986	2789282	3016049	3017338	1297	1290	91.63	chr01	chr01
2789608	2789827	3017345	3017565	220	221	93.30	chr01	chr01
2790050	2790299	14301138	14300889	250	250	95.22	chr01	chr01
2790295	2802828	3018188	3030700	12534	12513	98.47	chr01	chr01
2802489	2802833	4688898	4688554	345	345	94.22	chr01	chr01
2802830	2808281	20011708	20017129	5452	5422	99.36	chr01	chr01
2808282	2822044	3030702	3044476	13763	13775	98.39	chr01	chr01
2822204	2846368	3044691	3068768	24165	24078	98.90	chr01	chr01
2846360	2875469	3069111	3098254	29110	29144	99.16	chr01	chr01
2880908	2891168	3098309	3108553	10261	10245	97.66	chr01	chr01
2891178	2893333	24401265	24399110	2156	2156	96.86	chr01	chr01
2893333	2898799	3108559	3114005	5467	5447	97.96	chr01	chr01
2898777	2909704	3114114	3125095	10928	10982	98.76	chr01	chr01
2909472	2944637	3124997	3160222	35166	35226	99.12	chr01	chr01
2944632	2947650	3164786	3167857	3019	3072	97.79	chr01	chr01
2947644	2987082	3168129	3207555	39439	39427	99.21	chr01	chr01
2987500	2991740	3208575	3212789	4241	4215	97.12	chr01	chr01
2991734	3004161	3213955	3226322	12428	12368	98.96	chr01	chr01
3004155	3012330	3226652	3234848	8176	8197	98.65	chr01	chr01
3012325	3013314	3235260	3236250	990	991	98.79	chr01	chr01
3019524	3022743	3236338	3239553	3220	3216	99.01	chr01	chr01
3022705	3029161	3239470	3245917	6457	6448	99.26	chr01	chr01
3029156	3032981	3249249	3253075	3826	3827	99.35	chr01	chr01
3034162	3034813	12310961	12310314	652	648	93.43	chr01	chr01
3036130	3056374	3253070	3273287	20245	20218	99.48	chr01	chr01
3056666	3093590	3273305	3310298	36925	36994	99.06	chr01	chr01
3093591	3098102	3310542	3315054	4512	4513	99.18	chr01	chr01
3098939	3099053	31206766	31206880	115	115	100.00	chr01	chr01
3099033	3100439	3315046	3316447	1407	1402	98.23	chr01	chr01
3101039	3106061	3316438	3321520	5023	5083	94.22	chr01	chr01
3109491	3110216	3363333	3364037	726	705	83.29	chr01	chr01
3109743	3112930	3357356	3360541	3188	3186	88.38	chr01	chr01
3112991	3113132	3367485	3367617	142	133	90.85	chr01	chr01
3120122	3120247	3367613	3367738	126	126	98.41	chr01	chr01
3120785	3121420	3335955	3336592	636	638	89.74	chr01	chr01
3121004	3121798	3367735	3368607	795	873	81.29	chr01	chr01
3121862	3122679	3371222	3371980	818	759	86.22	chr01	chr01
3128648	3128735	3372035	3372121	88	87	98.86	chr01	chr01
3129721	3129961	3372112	3372352	241	241	93.12	chr01	chr01
3130144	3132536	3372427	3374838	2393	2412	92.31	chr01	chr01
3132288	3132566	3339752	3340021	279	270	87.59	chr01	chr01
3134369	3136620	3391047	3393296	2252	2250	92.26	chr01	chr01
3138934	3142941	24701034	24697027	4008	4008	98.70	chr01	chr01
3150952	3151711	3392581	3393334	760	754	88.42	chr01	chr01
3159816	3160324	3405952	3406432	509	481	89.19	chr01	chr01
3160335	3164565	3406572	3410820	4231	4249	93.04	chr01	chr01
3164852	3165111	3411080	3411339	260	260	97.31	chr01	chr01
3170832	3192492	3411313	3433038	21661	21726	97.79	chr01	chr01
3192488	3262031	3445021	3514585	69544	69565	99.53	chr01	chr01
3262023	3269932	3514923	3522916	7910	7994	98.54	chr01	chr01
3270372	3280045	3522912	3532606	9674	9695	98.54	chr01	chr01
3280043	3285085	3532772	3537845	5043	5074	97.58	chr01	chr01
3285083	3297717	3538065	3550696	12635	12632	98.98	chr01	chr01
3297707	3354349	3551323	3607803	56643	56481	98.76	chr01	chr01
3354673	3374397	3607810	3627471	19725	19662	98.68	chr01	chr01
3374398	3379658	3627405	3632664	5261	5260	99.16	chr01	chr01
3379657	3382369	3632551	3635273	2713	2723	98.86	chr01	chr01
3382370	3387529	3635121	3640274	5160	5154	99.07	chr01	chr01
3387520	3390384	3640308	3643169	2865	2862	99.48	chr01	chr01
3390385	3421758	3643414	3674743	31374	31330	99.18	chr01	chr01
3421755	3421989	1406084	1406318	235	235	94.47	chr01	chr01
3422191	3425720	12421518	12425040	3530	3523	93.23	chr01	chr01
3425721	3427527	3674740	3676531	1807	1792	95.67	chr01	chr01
3427643	3461418	3676532	3710215	33776	33684	98.79	chr01	chr01
3461396	3473452	3710242	3722186	12057	11945	97.75	chr01	chr01
3473686	3473847	29726821	29726982	162	162	87.88	chr01	chr01
3477675	3485992	3722181	3730542	8318	8362	97.80	chr01	chr01
3485993	3493647	10677011	10669320	7655	7692	97.74	chr01	chr01
3493653	3493886	12533253	12533020	234	234	98.72	chr01	chr01
3493882	3514580	3730533	3751232	20699	20700	98.18	chr01	chr01
3514572	3518054	3751841	3755323	3483	3483	99.51	chr01	chr01
3518290	3522720	3755319	3759749	4431	4431	99.66	chr01	chr01
3522930	3523103	3759746	3759919	174	174	100.00	chr01	chr01
3523102	3523341	34671477	34671237	240	241	97.51	chr01	chr01
3523340	3523410	3759918	3759988	71	71	100.00	chr01	chr01
3523411	3525819	3763805	3766214	2409	2410	99.46	chr01	chr01
3526307	3534747	3766206	3774662	8441	8457	99.23	chr01	chr01
3534744	3545580	3775014	3785836	10837	10823	99.47	chr01	chr01
3545572	3576904	3786616	3817998	31333	31383	99.15	chr01	chr01
3576966	3642019	3820810	3885944	65054	65135	99.15	chr01	chr01
3642015	3643281	3896303	3897561	1267	1259	97.48	chr01	chr01
3643278	3643646	3897610	3897979	369	370	96.77	chr01	chr01
3643623	3646847	3898517	3901739	3225	3223	98.82	chr01	chr01
3646846	3647359	2462176	2462677	514	502	89.38	chr01	chr01
3648084	3649941	2463367	2465226	1858	1860	92.46	chr01	chr01
3649940	3652338	3901735	3904133	2399	2399	98.54	chr01	chr01
3652280	3652983	3898482	3899184	704	703	99.29	chr01	chr01
3654415	3661016	3904162	3910811	6602	6650	96.57	chr01	chr01
3661381	3662161	2462546	2463326	781	781	90.63	chr01	chr01
3662283	3664095	20094093	20092286	1813	1808	95.59	chr01	chr01
3672524	3675917	3910806	3914237	3394	3432	97.35	chr01	chr01
3675918	3676701	12735764	12734989	784	776	89.89	chr01	chr01
3678914	3679539	3914232	3914857	626	626	99.04	chr01	chr01
3679521	3679659	3915264	3915400	139	137	95.68	chr01	chr01
3679652	3679770	43653608	43653726	119	119	100.00	chr01	chr01
3679731	3684733	3915366	3920389	5003	5024	96.26	chr01	chr01
3680667	3689811	3916254	3925501	9145	9248	97.33	chr01	chr01
3689803	3690288	29726490	29726972	486	483	89.23	chr01	chr01
3691020	3691963	27611246	27612211	944	966	87.89	chr01	chr01
3694117	3699777	3925484	3931182	5661	5699	98.07	chr01	chr01
3699772	3703540	3934271	3937992	3769	3722	95.98	chr01	chr01
3703536	3703830	3938283	3938575	295	293	89.83	chr01	chr01
3703852	3704579	3938924	3939619	728	696	87.52	chr01	chr01
3704590	3705374	3940648	3941446	785	799	94.76	chr01	chr01
3705727	3706057	28167790	28167460	331	331	93.05	chr01	chr01
3706518	3707172	3941482	3942159	655	678	85.21	chr01	chr01
3707181	3708237	3942380	3943521	1057	1142	86.59	chr01	chr01
3708245	3717662	3943710	3953061	9418	9352	96.31	chr01	chr01
3717676	3718147	3953335	3953798	472	464	91.12	chr01	chr01
3718148	3718887	3953624	3954363	740	740	93.85	chr01	chr01
3719133	3719842	3954361	3955091	710	731	93.99	chr01	chr01
3720060	3721963	3955087	3956968	1904	1882	95.04	chr01	chr01
3722116	3729003	3956967	3963927	6888	6961	93.58	chr01	chr01
3729650	3733891	3963960	3968195	4242	4236	95.77	chr01	chr01
3733897	3737182	3968599	3971940	3286	3342	91.18	chr01	chr01
3737404	3738940	3971925	3973452	1537	1528	89.54	chr01	chr01
3738946	3742319	3973696	3977103	3374	3408	94.97	chr01	chr01
3742310	3743610	3977495	3978784	1301	1290	96.87	chr01	chr01
3743965	3746101	3978781	3980912	2137	2132	95.15	chr01	chr01
3746268	3746756	3980905	3981399	489	495	91.80	chr01	chr01
3746960	3750115	3981629	3984876	3156	3248	90.86	chr01	chr01
3750410	3754633	3985457	3989702	4224	4246	91.63	chr01	chr01
3754916	3755077	3990226	3990397	162	172	87.43	chr01	chr01
3757011	3757197	3990736	3990923	187	188	93.62	chr01	chr01
3757606	3764252	3990950	3997522	6647	6573	96.06	chr01	chr01
3764590	3764734	3997514	3997659	145	146	97.95	chr01	chr01
3765059	3766910	3997685	3999552	1852	1868	98.45	chr01	chr01
3767128	3768583	3999549	4001004	1456	1456	99.59	chr01	chr01
3768583	3772615	4011138	4015262	4033	4125	96.35	chr01	chr01
3773447	3775147	4015254	4016950	1701	1697	97.19	chr01	chr01
3775334	3779124	4017268	4021069	3791	3802	95.77	chr01	chr01
3779314	3780577	4021061	4022331	1264	1271	96.07	chr01	chr01
3780732	3781954	4022364	4023545	1223	1182	86.17	chr01	chr01
3782704	3784510	4024719	4026532	1807	1814	86.33	chr01	chr01
3784970	3785328	4026700	4027084	359	385	88.66	chr01	chr01
3786425	3786883	4029384	4029844	459	461	93.76	chr01	chr01
3787366	3788075	4030536	4031275	710	740	84.76	chr01	chr01
3788108	3788938	18975461	18974611	831	851	83.28	chr01	chr01
3789513	3791193	29693914	29692229	1681	1686	94.32	chr01	chr01
3791196	3791466	4031278	4031550	271	273	90.48	chr01	chr01
3793408	3793526	4033356	4033474	119	119	97.48	chr01	chr01
3793680	3796204	4033471	4036046	2525	2576	96.55	chr01	chr01
3796299	3800357	4036046	4040081	4059	4036	96.84	chr01	chr01
3801369	3801790	4047975	4048396	422	422	93.19	chr01	chr01
3801873	3803798	4048726	4050632	1926	1907	89.10	chr01	chr01
3803795	3804469	4050867	4051546	675	680	95.15	chr01	chr01
3804461	3805844	4052281	4053682	1384	1402	95.05	chr01	chr01
3805825	3807895	4054404	4056460	2071	2057	94.36	chr01	chr01
3808324	3809899	4057200	4058742	1576	1543	94.05	chr01	chr01
3809907	3838317	4058901	4087470	28411	28570	98.24	chr01	chr01
3838286	3845675	4087481	4094894	7390	7414	98.43	chr01	chr01
3846211	3847392	4094891	4096073	1182	1183	98.65	chr01	chr01
3847415	3857414	4096203	4106198	10000	9996	99.04	chr01	chr01
3858021	3866844	4106190	4114999	8824	8810	95.49	chr01	chr01
3866839	3889639	4121483	4144182	22801	22700	98.87	chr01	chr01
3889637	3890188	4144446	4144997	552	552	100.00	chr01	chr01
3890469	3891756	4144995	4146285	1288	1291	97.77	chr01	chr01
3892634	3897588	4146277	4151266	4955	4990	98.80	chr01	chr01
3897608	3919299	4152491	4174166	21692	21676	98.34	chr01	chr01
3919377	3923879	4174163	4178682	4503	4520	98.61	chr01	chr01
3923973	3925904	4178681	4180608	1932	1928	98.40	chr01	chr01
3926166	3947836	4180603	4202317	21671	21715	98.89	chr01	chr01
3947835	3948201	1718247	1718612	367	366	98.37	chr01	chr01
3948200	3948437	4202313	4202551	238	239	98.74	chr01	chr01
3948434	3960142	4202916	4214643	11709	11728	99.26	chr01	chr01
3960131	3975124	4214673	4229698	14994	15026	98.74	chr01	chr01
3975125	3987711	4229868	4242536	12587	12669	98.54	chr01	chr01
3987739	4049291	4243156	4304932	61553	61777	98.64	chr01	chr01
4049272	4049414	14409477	14409335	143	143	100.00	chr01	chr01
4049391	4050202	4304938	4305757	812	820	97.80	chr01	chr01
4050253	4066905	4305753	4322445	16653	16693	98.92	chr01	chr01
4067146	4075663	4322443	4330941	8518	8499	98.66	chr01	chr01
4075818	4075911	14907175	14907268	94	94	100.00	chr01	chr01
4075895	4077650	4331449	4333190	1756	1742	96.25	chr01	chr01
4077662	4079571	4339610	4341576	1910	1967	92.53	chr01	chr01
4079561	4079709	1428986	1428830	149	157	87.34	chr01	chr01
4079967	4080535	4341594	4342169	569	576	96.01	chr01	chr01
4080532	4082606	4342411	4344488	2075	2078	95.47	chr01	chr01
4082712	4110181	4344490	4371914	27470	27425	98.03	chr01	chr01
4110444	4110816	4371911	4372278	373	368	97.05	chr01	chr01
4111155	4131640	4372271	4392622	20486	20352	98.57	chr01	chr01
4132151	4159019	4392614	4419523	26869	26910	99.00	chr01	chr01
4159255	4166147	4419521	4426561	6893	7041	96.36	chr01	chr01
4166144	4176503	4426830	4437232	10360	10403	97.99	chr01	chr01
4181063	4185771	4437213	4441969	4709	4757	97.94	chr01	chr01
4186106	4188182	4441989	4444073	2077	2085	97.22	chr01	chr01
4188177	4188375	4480867	4481065	199	199	99.50	chr01	chr01
4188992	4189928	20163800	20164721	937	922	92.45	chr01	chr01
4189927	4190027	4481797	4481896	101	100	98.02	chr01	chr01
4190027	4197926	4493121	4501141	7900	8021	96.59	chr01	chr01
4198029	4219130	4501141	4522256	21102	21116	99.16	chr01	chr01
4218872	4235194	4522253	4538610	16323	16358	98.42	chr01	chr01
4235300	4242267	4538753	4545813	6968	7061	96.06	chr01	chr01
4242257	4243039	4556552	4557337	783	786	95.05	chr01	chr01
4243311	4245405	2994213	2996300	2095	2088	92.96	chr01	chr01
4243017	4244713	35813944	35815645	1697	1702	94.72	chr01	chr01
4245628	4245844	2996679	2996895	217	217	91.32	chr01	chr01
4246486	4272336	4557328	4583244	25851	25917	99.15	chr01	chr01
4272334	4275882	4583277	4586785	3549	3509	98.48	chr01	chr01
4275874	4292937	4594404	4611582	17064	17179	97.78	chr01	chr01
4293088	4327178	4611573	4645636	34091	34064	98.66	chr01	chr01
4327179	4328582	4645881	4647235	1404	1355	91.69	chr01	chr01
4329594	4329791	4647241	4647435	198	195	91.50	chr01	chr01
4330115	4337385	4667538	4674865	7271	7328	91.34	chr01	chr01
4337983	4338290	4675043	4675355	308	313	91.37	chr01	chr01
4339290	4339796	4675354	4675850	507	497	94.67	chr01	chr01
4339825	4341998	4676276	4678397	2174	2122	90.97	chr01	chr01
4342350	4350217	4678561	4686429	7868	7869	98.42	chr01	chr01
4350214	4352040	4688895	4690738	1827	1844	94.84	chr01	chr01
4352299	4364332	4690782	4702894	12034	12113	98.61	chr01	chr01
4364330	4368520	4708089	4712336	4191	4248	96.72	chr01	chr01
4368503	4378217	4712441	4722177	9715	9737	98.94	chr01	chr01
4378212	4387696	4722559	4732041	9485	9483	99.11	chr01	chr01
4387693	4399052	4732301	4743683	11360	11383	99.04	chr01	chr01
4399051	4403726	4743720	4748421	4676	4702	98.30	chr01	chr01
4403653	4404390	4753941	4754680	738	740	99.06	chr01	chr01
4404387	4407686	4758737	4762042	3300	3306	98.49	chr01	chr01
4407682	4409061	4781971	4783351	1380	1381	97.18	chr01	chr01
4409061	4409168	28123545	28123438	108	108	99.07	chr01	chr01
4413496	4418296	16040934	16045732	4801	4799	93.61	chr01	chr01
4420031	4421716	37239787	37238095	1686	1693	93.11	chr01	chr01
4421717	4422700	28097002	28096025	984	978	89.61	chr01	chr01
4422701	4432081	4783347	4792710	9381	9364	98.71	chr01	chr01
4432971	4443942	4792710	4803836	10972	11127	96.27	chr01	chr01
4444197	4469609	4803811	4829236	25413	25426	98.74	chr01	chr01
4469849	4479619	4829231	4839031	9771	9801	98.31	chr01	chr01
4479623	4482254	4838886	4841490	2632	2605	96.48	chr01	chr01
4482250	4483136	4841911	4842797	887	887	98.08	chr01	chr01
4483195	4494764	4842796	4854396	11570	11601	98.38	chr01	chr01
4494766	4539261	4854666	4899179	44496	44514	98.68	chr01	chr01
4539264	4550998	4899122	4910892	11735	11771	98.67	chr01	chr01
4550629	4552428	4912327	4910514	1800	1814	94.75	chr01	chr01
4552065	4558351	4911970	4918271	6287	6302	98.27	chr01	chr01
4558350	4581250	4918359	4941338	22901	22980	98.30	chr01	chr01
4584081	4588333	4941334	4945596	4253	4263	98.99	chr01	chr01
4588334	4606988	4946162	4964825	18655	18664	99.66	chr01	chr01
4606984	4622055	4968682	4983797	15072	15116	99.36	chr01	chr01
4622033	4623127	4983857	4984940	1095	1084	97.18	chr01	chr01
4623108	4623476	4985161	4985539	369	379	94.99	chr01	chr01
4623473	4623571	4985679	4985780	99	102	96.08	chr01	chr01
4624879	4626584	4985765	4987455	1706	1691	88.29	chr01	chr01
4626740	4626892	4987519	4987675	153	157	92.36	chr01	chr01
4626892	4627701	4987917	4988731	810	815	88.88	chr01	chr01
4627692	4628547	4990568	4991426	856	859	93.54	chr01	chr01
4628698	4630586	4991422	4993228	1889	1807	91.13	chr01	chr01
4630761	4631297	4993226	4993759	537	534	93.11	chr01	chr01
4631516	4631983	4993755	4994202	468	448	91.58	chr01	chr01
4632148	4632807	4995208	4995881	660	674	91.88	chr01	chr01
4632893	4633472	4996137	4996718	580	582	97.77	chr01	chr01
4633469	4633550	4996856	4996937	82	82	100.00	chr01	chr01
4633627	4651069	4997649	5015141	17443	17493	97.19	chr01	chr01
4651206	4656796	5014911	5020511	5591	5601	98.27	chr01	chr01
4656787	4674811	5027237	5045255	18025	18019	98.38	chr01	chr01
4674813	4675060	25911207	25911453	248	247	98.39	chr01	chr01
4675056	4686987	5045259	5057200	11932	11942	99.20	chr01	chr01
4686983	4687320	33785193	33784856	338	338	99.70	chr01	chr01
4687320	4693524	5057201	5063403	6205	6203	99.87	chr01	chr01
4693525	4693863	7026004	7026342	339	339	97.94	chr01	chr01
4693862	4707650	5063396	5077195	13789	13800	99.54	chr01	chr01
4707590	4745878	5077295	5115652	38289	38358	99.72	chr01	chr01
4745998	4802902	5115654	5172532	56905	56879	99.89	chr01	chr01
4802759	4813106	5172533	5182985	10348	10453	96.85	chr01	chr01
4813207	4822735	5182985	5192604	9529	9620	97.32	chr01	chr01
4822454	4823659	5192595	5193794	1206	1200	97.76	chr01	chr01
4823986	4897174	5193791	5266836	73189	73046	98.83	chr01	chr01
4897174	4969403	5267134	5339479	72230	72346	99.22	chr01	chr01
4969900	4970484	5340208	5340795	585	588	96.79	chr01	chr01
4970969	4971602	5340787	5341417	634	631	94.01	chr01	chr01
4973332	4974003	5341637	5342298	672	662	93.71	chr01	chr01
4974002	4976553	5342533	5345053	2552	2521	94.20	chr01	chr01
4976581	4976807	5345969	5346195	227	227	96.92	chr01	chr01
4976805	4978364	5346468	5348030	1560	1563	97.71	chr01	chr01
4991831	4992252	5383074	5383500	422	427	87.30	chr01	chr01
4992264	4994817	5347681	5350292	2554	2612	92.50	chr01	chr01
4994832	5001336	5350202	5356624	6505	6423	96.71	chr01	chr01
5001783	5003912	5356640	5358770	2130	2131	97.98	chr01	chr01
5007385	5019177	5358766	5370572	11793	11807	97.39	chr01	chr01
5019278	5036323	5391558	5408634	17046	17077	99.05	chr01	chr01
5036328	5036496	5077190	5077358	169	169	100.00	chr01	chr01
5036489	5063517	5408634	5435686	27029	27053	97.82	chr01	chr01
5063517	5065100	17997198	17995609	1584	1590	92.33	chr01	chr01
5066133	5074526	24470151	24461742	8394	8410	95.54	chr01	chr01
5079655	5084065	10309196	10304773	4411	4424	97.56	chr01	chr01
5087205	5093731	10304783	10298275	6527	6509	95.80	chr01	chr01
5093732	5112570	5435682	5454427	18839	18746	97.16	chr01	chr01
5112904	5117257	5454427	5458804	4354	4378	98.15	chr01	chr01
5119071	5121339	5458803	5461063	2269	2261	98.50	chr01	chr01
5121335	5121590	5462144	5462398	256	255	96.48	chr01	chr01
5121586	5137383	5465903	5481697	15798	15795	99.00	chr01	chr01
5137379	5137735	5538444	5538802	357	359	96.94	chr01	chr01
5137735	5143997	5481693	5487909	6263	6217	95.03	chr01	chr01
5144237	5163491	5487910	5507113	19255	19204	99.14	chr01	chr01
5163492	5164257	16982331	16981565	766	767	96.74	chr01	chr01
5164526	5165571	5507109	5508156	1046	1048	94.48	chr01	chr01
5165767	5167690	5508255	5510179	1924	1925	98.44	chr01	chr01
5167571	5168220	5510178	5510829	650	652	98.93	chr01	chr01
5168219	5174059	5510901	5516739	5841	5839	99.06	chr01	chr01
5174052	5178174	5520181	5524359	4123	4179	96.70	chr01	chr01
5178436	5181523	5524356	5527438	3088	3083	97.39	chr01	chr01
5181519	5188541	5531415	5538444	7023	7030	99.12	chr01	chr01
5188542	5196126	5538802	5546322	7585	7521	98.20	chr01	chr01
5196123	5196986	5546655	5547516	864	862	94.83	chr01	chr01
5196873	5199951	5547916	5551040	3079	3125	95.57	chr01	chr01
5200007	5222395	5551722	5574094	22389	22373	98.00	chr01	chr01
5222396	5222777	28436655	28437035	382	381	97.91	chr01	chr01
5222771	5223490	5574078	5574819	720	742	94.74	chr01	chr01
5223488	5224537	5575083	5576134	1050	1052	99.33	chr01	chr01
5225057	5230961	5576133	5582039	5905	5907	95.63	chr01	chr01
5230951	5267034	5582723	5618904	36084	36182	98.63	chr01	chr01
5267026	5289125	5620196	5642299	22100	22104	98.62	chr01	chr01
5289125	5290159	5641945	5642985	1035	1041	97.60	chr01	chr01
5290144	5294864	5643451	5648170	4721	4720	98.58	chr01	chr01
5295372	5296010	18232340	18231677	639	664	88.69	chr01	chr01
5296010	5296492	18231532	18231055	483	478	96.07	chr01	chr01
5296318	5300803	5649746	5654236	4486	4491	97.46	chr01	chr01
5300684	5304857	5654278	5658417	4174	4140	97.45	chr01	chr01
5304857	5389772	5658532	5743436	84916	84905	99.71	chr01	chr01
5389867	5390584	5743619	5744337	718	719	96.39	chr01	chr01
